2020-03-06T21:27:00.100000,    0.000000,    5.000000
2020-03-06T21:27:10.100000,  437.000000,   60.000000
2020-03-06T21:28:15.100000,    0.000000,    5.000000
2020-03-06T21:28:25.100000,  437.000000,   60.000000
2020-03-06T21:29:30.100000,    0.000000,    5.000000
2020-03-06T21:29:40.100000,  437.000000,   60.000000
2020-03-06T21:30:45.100000,    0.000000,    5.000000
2020-03-06T21:30:55.100000,  437.000000,   60.000000
2020-03-06T21:32:00.100000,    0.000000,    5.000000
2020-03-06T21:32:10.100000,  437.000000,   60.000000
