2020-03-06T21:05:00.100000,    0.000000,    5.000000
2020-03-06T21:05:06.100000,  437.000000,   60.000000
2020-03-06T21:06:07.100000,    0.000000,    5.000000
2020-03-06T21:06:13.100000,  437.000000,   60.000000
2020-03-06T21:07:14.100000,    0.000000,    5.000000
2020-03-06T21:07:20.100000,  437.000000,   60.000000
2020-03-06T21:08:21.100000,    0.000000,    5.000000
2020-03-06T21:08:27.100000,  437.000000,   60.000000
2020-03-06T21:09:28.100000,    0.000000,    5.000000
2020-03-06T21:09:34.100000,  437.000000,   60.000000
